id,neighbourhood,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,maximum_nights,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,price
1548,Palermo,Entire home/apt,5,8,7/17/19,0.12,1,359,12/27/14,f,2,3,3,Real Bed,4190,1,0,1125,f,f,flexible,f,f,4
10710,Belgrano,Entire home/apt,7,19,6/20/20,2.07,1,84,2/5/17,t,1,1,1,Real Bed,900,1,0,1125,t,f,moderate,f,f,1
11899,Palermo,Entire home/apt,2,2,2/20/20,0.31,10,361,3/27/19,f,2,2,4,Real Bed,3503,1,0,180,f,f,strict_14_with_grace_period,f,f,4
7333,San Nicolás,Entire home/apt,2,9,1/5/20,0.45,2,172,8/28/16,f,1.5,1,1,Real Bed,400,1,300,365,f,f,strict_14_with_grace_period,f,f,1
4569,San Telmo,Entire home/apt,1,52,4/30/20,1.5,4,341,8/2/17,f,2,2,3,Real Bed,2793,4,698,1125,f,f,strict_14_with_grace_period,f,f,3
7423,Palermo,Entire home/apt,4,8,7/29/19,0.41,3,365,6/19/18,f,1,2,2,Real Bed,0,1,0,90,f,f,moderate,f,f,3
7066,Palermo,Entire home/apt,2,21,3/10/20,1.32,1,88,2/14/18,t,1,1,3,Real Bed,1395,3,3487,30,f,f,moderate,f,f,2
11394,San Nicolás,Entire home/apt,4,1,3/13/20,0.29,58,339,6/10/12,f,2,1,3,Real Bed,3487,3,1744,1125,t,f,flexible,f,f,3
4287,Palermo,Entire home/apt,5,3,4/10/18,0.09,1,362,6/2/17,f,3,3,4,Real Bed,7011,1,0,120,t,f,moderate,f,f,4
8774,Recoleta,Entire home/apt,2,13,12/15/19,1.33,1,86,10/19/16,f,1.5,1,1,Real Bed,600,1,500,15,f,f,flexible,f,f,1
4806,Balvanera,Entire home/apt,1,20,7/8/19,0.63,4,355,10/2/17,t,1,0,4,Real Bed,1397,1,0,1125,t,f,moderate,f,f,3
3294,Monserrat,Entire home/apt,2,22,4/7/20,0.49,2,360,5/10/16,t,1,1,2,Real Bed,1120,2,630,1125,t,f,moderate,f,f,2
11538,Balvanera,Entire home/apt,2,27,3/16/20,2.68,1,0,2/23/14,t,1,3,4,Real Bed,780,1,0,15,t,f,flexible,f,f,3
13699,Villa Crespo,Entire home/apt,4,2,4/4/20,0.55,2,231,12/20/14,t,1,1,2,Real Bed,1257,1,0,42,f,f,flexible,f,f,2
6251,Recoleta,Entire home/apt,7,45,3/31/20,1.89,1,41,11/30/17,t,1,1,1,Real Bed,418,1,0,90,t,f,moderate,f,f,1
13512,San Nicolás,Entire home/apt,2,5,3/25/20,1.07,1,0,3/23/16,f,1,1,1,Real Bed,500,1,0,10,t,f,flexible,f,f,2
12117,Palermo,Entire home/apt,3,1,1/15/20,0.19,33,174,1/20/14,t,1,0,1,Real Bed,2099,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
12988,Palermo,Entire home/apt,15,12,3/4/20,2.02,1,91,3/24/15,t,1,1,1,Real Bed,0,1,0,365,f,f,strict_14_with_grace_period,f,f,2
3787,Recoleta,Entire home/apt,4,96,3/1/20,2.45,3,174,7/1/12,t,2,3,4,Real Bed,3138,3,1046,1110,f,f,strict_14_with_grace_period,f,f,4
905,San Telmo,Entire home/apt,3,20,1/25/20,0.25,1,21,10/7/13,t,1,1,2,Real Bed,2029,2,700,1124,t,f,strict_14_with_grace_period,f,f,3
7983,Recoleta,Entire home/apt,3,46,3/18/20,2.41,1,258,9/3/11,t,1,2,3,Real Bed,1883,1,0,15,t,f,flexible,f,f,4
218,Palermo,Entire home/apt,2,17,1/24/20,0.18,3,365,7/18/11,f,1,1,4,Real Bed,2790,2,0,1125,t,f,super_strict_60,f,f,3
8114,Puerto Madero,Entire home/apt,2,24,2/22/20,1.27,1,334,12/27/15,t,2,2,2,Real Bed,1749,1,0,1125,t,f,moderate,f,f,4
871,Palermo,Entire home/apt,5,11,12/21/19,0.14,1,359,3/26/12,f,1,1,0,Real Bed,2095,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
11624,Palermo,Entire home/apt,1,28,6/3/20,2.96,1,291,3/19/17,f,1.5,1,4,Real Bed,2092,1,349,1125,t,f,strict_14_with_grace_period,f,f,4
7141,Puerto Madero,Entire home/apt,10,25,2/10/20,1.21,1,313,12/2/16,t,1,2,3,Real Bed,1399,1,0,90,f,f,moderate,f,f,4
11760,San Nicolás,Entire home/apt,3,13,2/21/20,1.42,3,89,3/12/17,f,1,2,5,Real Bed,907,5,1116,1125,f,f,strict_14_with_grace_period,f,f,3
4884,Palermo,Entire home/apt,15,6,3/31/20,0.21,1,286,11/10/16,f,1.5,1,1,Real Bed,2793,1,0,90,t,f,strict_14_with_grace_period,f,f,4
11804,Palermo,Entire home/apt,2,11,3/15/20,1.29,1,90,2/21/19,t,1,1,2,Real Bed,1541,1,616,28,f,f,moderate,f,f,2
7748,Recoleta,Entire home/apt,3,9,3/5/19,0.5,1,0,9/2/16,f,1,1,2,Real Bed,0,1,0,1125,t,f,flexible,f,f,1
3351,Palermo,Entire home/apt,3,93,3/31/20,2.09,11,359,8/28/13,t,1,1,1,Real Bed,2793,1,0,240,t,f,moderate,f,f,3
4189,Palermo,Entire home/apt,7,17,3/31/20,0.78,1,359,4/17/17,f,1.5,1,1,Real Bed,1397,2,1397,1125,f,f,moderate,f,f,3
9542,Palermo,Entire home/apt,2,1,6/23/19,0.08,2,364,10/15/18,f,2,2,4,Real Bed,0,2,0,30,f,f,flexible,f,f,4
2205,Palermo,Entire home/apt,3,59,12/26/19,1.06,1,359,7/15/15,t,1,1,1,Real Bed,1397,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
1682,Recoleta,Entire home/apt,4,9,11/12/18,0.14,24,365,8/5/12,f,1,0,1,Real Bed,2092,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
11347,Recoleta,Entire home/apt,2,22,3/1/20,2.07,1,340,1/2/17,t,1.5,2,4,Real Bed,976,1,0,1125,t,f,flexible,f,f,3
10601,Recoleta,Entire home/apt,2,11,3/18/20,1,3,332,6/3/19,t,1,1,1,Real Bed,1744,1,0,360,t,f,flexible,f,f,3
2595,Monserrat,Entire home/apt,4,1,4/1/16,0.02,103,359,7/28/13,f,1,1,1,Real Bed,3000,1,0,1125,f,f,strict_14_with_grace_period,f,f,1
12935,Palermo,Entire home/apt,2,8,4/14/20,1.53,1,170,3/11/17,f,1,1,5,Real Bed,1395,2,0,1125,t,f,moderate,f,f,3
9002,Balvanera,Entire home/apt,14,3,2/9/20,0.27,2,265,6/8/14,t,1,1,1,Real Bed,2352,1,0,340,f,f,strict_14_with_grace_period,f,f,2
4501,Belgrano,Entire home/apt,4,3,8/20/18,0.11,2,354,4/19/12,f,1,1,1,Real Bed,0,1,0,90,f,f,moderate,f,f,3
11818,Retiro,Entire home/apt,2,14,3/14/20,1.63,1,176,10/21/15,t,1,0,1,Real Bed,351,1,0,1125,t,f,flexible,f,f,1
11603,Recoleta,Entire home/apt,3,15,3/7/20,1.6,1,88,8/27/17,t,1,1,3,Real Bed,1195,1,0,100,f,f,flexible,f,f,1
1996,San Nicolás,Entire home/apt,3,24,1/19/20,0.41,6,327,11/16/13,t,1,1,3,Real Bed,1046,1,0,1125,f,f,moderate,f,f,4
5266,Palermo,Entire home/apt,7,1,4/25/18,0.04,55,365,5/13/14,f,1,1,3,Real Bed,0,1,0,1125,f,f,flexible,f,f,4
919,Palermo,Entire home/apt,7,18,3/1/20,0.3,12,359,2/6/13,t,2,2,2,Real Bed,6983,3,0,180,f,f,strict_14_with_grace_period,f,f,3
1541,Caballito,Entire home/apt,3,57,1/27/18,0.87,1,0,7/22/13,f,1,0,1,Real Bed,1401,1,0,5,f,f,strict_14_with_grace_period,f,f,3
10677,San Nicolás,Entire home/apt,4,12,7/19/19,0.97,3,353,8/23/17,t,1,1,4,Real Bed,3742,1,0,360,f,f,flexible,f,f,4
4291,Recoleta,Private room,1,34,3/17/20,0.94,1,84,4/8/16,f,1,1,1,Real Bed,450,1,0,15,f,f,moderate,f,f,1
8769,Recoleta,Entire home/apt,3,17,3/24/20,1.72,2,112,5/3/17,t,1.5,2,3,Real Bed,2103,1,0,300,t,f,moderate,f,f,4
637,Palermo,Entire home/apt,1,44,4/28/20,0.69,2,350,12/14/12,t,1,1,2,Real Bed,1746,1,0,365,f,f,moderate,f,f,2
5336,Chacarita,Entire home/apt,7,10,11/4/18,0.39,1,0,10/1/13,f,1,0,3,Real Bed,1000,3,300,15,t,f,moderate,f,f,1
2971,Villa Crespo,Entire home/apt,4,2,7/30/16,0.04,1,0,5/17/16,f,1,1,2,Real Bed,450,1,0,1125,t,f,moderate,f,f,1
8562,San Telmo,Entire home/apt,2,12,3/4/20,0.7,1,355,1/6/19,f,5.5,5,5,Real Bed,3492,10,0,60,f,f,strict_14_with_grace_period,f,f,4
11816,Belgrano,Entire home/apt,1,13,2/28/20,1.54,9,359,9/9/15,t,1,1,2,Real Bed,978,2,349,1125,f,f,moderate,f,f,1
13222,Balvanera,Private room,7,2,3/2/20,0.43,1,80,3/13/14,f,1,1,1,Real Bed,698,1,0,90,f,f,moderate,f,f,1
8781,San Nicolás,Entire home/apt,2,42,4/2/20,2.51,1,51,1/17/17,t,1,0,1,Real Bed,350,1,0,30,f,f,flexible,f,f,1
8452,Recoleta,Entire home/apt,3,51,3/1/20,2.88,1,178,4/14/18,t,1,1,1,Real Bed,418,1,0,1125,t,f,flexible,f,f,2
11229,San Nicolás,Entire home/apt,3,26,3/10/20,2.38,1,86,3/26/18,t,1,1,1,Real Bed,350,1,0,30,t,f,moderate,f,f,2
9611,Palermo,Entire home/apt,2,12,2/2/20,0.81,1,156,3/25/19,t,1,1,3,Real Bed,2092,5,0,40,t,f,flexible,f,f,3
10207,Palermo,Private room,15,8,3/18/20,0.71,5,174,5/26/16,t,1.5,1,1,Real Bed,0,1,784,120,t,f,strict_14_with_grace_period,f,f,3
4512,Palermo,Entire home/apt,1,70,7/31/18,1.98,1,0,6/23/16,f,1,1,2,Real Bed,1953,1,0,30,t,f,flexible,f,f,2
3083,Palermo,Entire home/apt,7,15,6/25/20,0.35,9,1,5/29/14,t,1,0,1,Real Bed,1401,1,0,180,f,f,moderate,f,f,1
6488,San Telmo,Entire home/apt,5,19,3/2/20,0.8,4,174,12/23/12,f,1,1,2,Real Bed,0,2,1399,60,t,f,moderate,f,f,1
9077,Monserrat,Entire home/apt,3,16,3/10/20,1.05,1,51,3/8/16,t,1,1,2,Real Bed,2095,1,0,30,t,f,moderate,f,f,4
2524,Palermo,Entire home/apt,4,6,2/24/20,0.19,35,365,3/24/13,t,1,1,1,Real Bed,2790,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
6145,Palermo,Entire home/apt,5,28,1/12/20,1.11,2,365,2/11/15,f,1,1,1,Real Bed,1744,2,349,30,t,f,moderate,f,f,2
371,Monserrat,Entire home/apt,4,5,9/9/19,0.43,3,84,5/5/10,t,1,2,4,Real Bed,2095,6,0,180,f,f,strict_14_with_grace_period,f,f,4
10335,San Nicolás,Entire home/apt,2,33,3/15/20,2.58,2,270,11/4/18,t,1,1,2,Real Bed,1013,1,0,180,t,f,moderate,f,f,2
3749,Palermo,Entire home/apt,7,1,3/26/17,0.03,1,89,12/31/16,f,1,1,2,Real Bed,1744,1,0,1125,f,f,flexible,f,f,4
5180,Palermo,Entire home/apt,2,96,5/31/20,3.15,33,172,12/26/13,f,1,0,1,Real Bed,1674,1,0,16,t,f,strict_14_with_grace_period,f,f,2
5762,San Nicolás,Private room,1,3,11/11/18,0.11,9,337,4/7/17,f,1,1,1,Real Bed,1751,1,0,1125,t,f,flexible,f,f,1
11729,Recoleta,Entire home/apt,1,20,3/15/20,2.21,1,90,7/18/19,f,2.5,1,1,Real Bed,0,2,697,1125,t,f,flexible,f,f,3
6201,Colegiales,Entire home/apt,5,56,4/30/20,2.31,1,55,5/12/14,t,1,1,1,Real Bed,1190,1,0,90,f,f,flexible,f,f,1
7876,Recoleta,Entire home/apt,7,14,2/23/20,0.81,3,0,3/8/18,f,1,0,3,Real Bed,650,1,0,7,f,f,moderate,f,f,1
741,Recoleta,Private room,7,8,1/30/20,0.38,1,356,6/30/13,f,1.5,1,1,Real Bed,2092,2,0,1125,f,f,strict_14_with_grace_period,f,f,1
1269,Palermo,Private room,3,51,12/23/18,0.72,1,235,7/23/14,f,1,1,1,Real Bed,1329,1,0,29,f,f,flexible,f,f,3
10673,Recoleta,Entire home/apt,2,16,2/9/20,1.3,1,136,5/28/19,t,1.5,1,2,Real Bed,1395,1,0,1125,f,f,moderate,f,f,3
4009,San Nicolás,Entire home/apt,2,55,3/5/20,1.4,1,122,3/15/17,t,1,1,1,Real Bed,1746,1,0,180,t,f,flexible,f,f,4
2187,Recoleta,Entire home/apt,3,27,11/30/19,0.56,2,325,10/21/13,f,1,2,2,Real Bed,1395,1,0,15,t,f,flexible,f,f,3
5780,Barracas,Private room,1,8,4/7/20,0.29,2,360,12/5/17,f,3,1,2,Real Bed,350,1,0,365,f,f,flexible,f,f,1
5268,Coghlan,Entire home/apt,2,7,3/2/19,0.24,1,235,4/8/10,f,1,1,0,Real Bed,560,3,700,90,f,f,flexible,f,f,2
4995,Recoleta,Entire home/apt,4,1,2/15/18,0.03,1,89,11/8/17,f,1,1,1,Real Bed,1395,1,0,1125,f,f,flexible,f,f,4
11224,Belgrano,Entire home/apt,15,2,3/18/20,0.26,16,359,2/7/12,t,1,1,1,Real Bed,0,1,0,1125,f,f,flexible,t,t,1
7782,Colegiales,Entire home/apt,1,3,6/19/20,0.27,4,359,1/7/16,f,1,1,1,Real Bed,3136,2,0,1125,t,f,strict_14_with_grace_period,f,f,3
456,Palermo,Entire home/apt,4,17,1/3/20,0.19,3,362,4/4/12,t,1,0,2,Real Bed,2092,1,0,1015,t,f,strict_14_with_grace_period,f,f,4
8381,Monserrat,Entire home/apt,3,37,4/5/20,2.1,1,296,8/29/15,t,1,1,1,Real Bed,1048,2,0,60,t,f,moderate,f,f,1
5172,Palermo,Entire home/apt,3,5,1/2/19,0.18,4,179,9/20/16,f,1,0,1,Real Bed,2441,2,0,10,f,f,strict_14_with_grace_period,f,f,4
13098,Palermo,Entire home/apt,3,2,1/17/20,0.33,1,176,3/29/16,f,1,1,1,Real Bed,1000,1,0,1125,t,f,moderate,f,f,2
1018,Palermo,Entire home/apt,2,36,1/2/20,0.47,2,361,2/11/14,f,1,1,3,Real Bed,2452,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
5423,Almagro,Entire home/apt,2,12,12/5/19,0.44,1,283,5/1/12,t,1,1,2,Real Bed,299,1,0,365,t,f,moderate,f,f,4
7967,Balvanera,Private room,3,5,2/1/20,0.26,4,0,12/3/17,f,1,1,1,Real Bed,837,2,0,90,t,f,moderate,f,f,1
10111,Monserrat,Entire home/apt,1,43,5/4/20,3.24,1,84,2/16/19,t,1,0,1,Real Bed,1048,1,0,90,f,f,strict_14_with_grace_period,f,f,1
1386,Villa Crespo,Entire home/apt,20,9,3/18/20,0.13,1,353,10/3/13,f,2,1,2,Real Bed,2095,3,349,90,f,f,strict_14_with_grace_period,f,f,4
9539,Recoleta,Entire home/apt,1,8,2/16/20,0.58,1,363,1/27/18,t,1,1,1,Real Bed,1200,1,0,60,f,f,flexible,f,f,1
7573,San Telmo,Entire home/apt,5,5,11/24/19,0.43,4,174,12/23/12,f,2,3,5,Real Bed,0,6,1397,1125,t,f,flexible,f,f,4
9968,Recoleta,Entire home/apt,4,26,3/5/20,1.91,1,90,8/17/15,t,2,3,5,Real Bed,1500,1,0,35,f,f,moderate,f,f,4
1276,Belgrano,Entire home/apt,6,2,4/6/18,0.07,1,359,8/1/14,f,1,1,1,Real Bed,1568,1,627,1125,t,f,moderate,f,f,4
7421,Belgrano,Entire home/apt,4,2,12/21/19,0.1,7,359,7/30/15,f,1,0,1,Real Bed,299,1,350,365,f,f,flexible,f,f,2
5577,Palermo,Entire home/apt,2,83,3/14/20,3.43,2,355,9/1/11,t,1,1,1,Real Bed,1753,1,0,1125,t,f,moderate,f,f,4
10670,Belgrano,Entire home/apt,1,4,7/15/19,0.32,45,175,8/27/11,f,1.5,2,5,Real Bed,4548,3,700,1125,t,f,flexible,f,f,4
9810,Palermo,Entire home/apt,2,7,8/19/19,0.49,1,0,7/16/17,f,1,1,2,Real Bed,907,1,0,1125,f,f,moderate,f,f,3
10354,Almagro,Entire home/apt,3,6,3/12/20,0.5,12,359,4/4/11,f,1,1,4,Real Bed,1397,1,0,1125,t,f,flexible,f,f,3
7575,Retiro,Entire home/apt,3,9,1/13/20,0.6,1,363,9/12/18,f,1,1,3,Real Bed,418,1,0,30,t,f,flexible,f,f,2
3235,Almagro,Entire home/apt,3,45,10/14/19,0.98,1,32,9/18/15,t,1,1,4,Real Bed,1746,1,0,1125,t,f,strict_14_with_grace_period,f,f,3
10345,Monserrat,Entire home/apt,3,30,3/19/20,2.28,2,84,7/19/14,t,1,2,3,Real Bed,2444,3,349,30,t,f,moderate,f,f,3
12126,Palermo,Entire home/apt,2,24,3/18/20,2.85,1,1,7/18/15,t,1,2,3,Real Bed,488,1,0,1125,t,f,moderate,f,f,3
8122,San Nicolás,Entire home/apt,2,5,7/13/19,0.28,1,89,1/12/17,f,2,0,1,Real Bed,600,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
7226,San Nicolás,Entire home/apt,2,61,3/3/20,2.92,1,89,12/5/17,t,1,1,2,Real Bed,907,1,0,1125,f,f,moderate,f,f,1
11422,Belgrano,Entire home/apt,1,11,10/16/19,1.06,1,48,6/9/16,t,1,1,1,Real Bed,698,1,0,1125,t,f,flexible,f,f,2
13710,Palermo,Entire home/apt,3,1,2/25/20,0.25,7,0,9/25/12,f,1,2,0,Real Bed,600,1,0,30,t,f,flexible,f,f,2
2674,Recoleta,Entire home/apt,7,7,8/31/19,0.21,24,176,8/5/12,f,1,1,1,Real Bed,2732,1,0,1000,f,f,strict_14_with_grace_period,f,f,3
13704,Recoleta,Entire home/apt,3,2,3/18/20,0.53,3,19,7/21/15,f,2.5,3,5,Real Bed,1395,1,0,31,t,f,flexible,f,f,4
3982,Retiro,Entire home/apt,2,44,10/14/19,1.13,1,89,10/10/13,t,1,1,1,Real Bed,1744,1,488,1125,f,f,flexible,f,f,2
9694,Retiro,Entire home/apt,2,15,5/1/20,1.26,1,176,3/30/19,t,1,1,1,Real Bed,1192,1,0,1125,t,f,flexible,f,f,3
4948,Recoleta,Entire home/apt,5,8,1/1/20,0.27,1,180,10/29/17,f,2.5,3,5,Real Bed,2790,1,0,90,t,f,moderate,f,f,4
1936,San Nicolás,Entire home/apt,30,24,12/17/19,0.4,14,365,1/29/13,f,2,2,0,Real Bed,1800,6,700,365,t,f,flexible,f,f,1
1718,Recoleta,Entire home/apt,4,52,3/14/20,0.83,2,68,6/26/14,t,1,1,1,Real Bed,1395,1,697,1125,f,f,moderate,f,f,3
13240,San Telmo,Entire home/apt,5,1,4/7/20,0.38,1,265,1/3/20,f,1,1,3,Real Bed,1749,4,560,90,t,f,moderate,f,f,1
13182,Núñez,Entire home/apt,3,1,1/17/20,0.19,27,360,9/14/15,f,1,1,0,Real Bed,600,1,0,180,f,f,strict_14_with_grace_period,f,f,2
7725,Villa Crespo,Entire home/apt,3,3,1/7/20,0.18,1,194,3/9/13,f,1,2,4,Real Bed,2793,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
9692,San Nicolás,Entire home/apt,2,19,4/4/20,1.34,1,331,3/30/19,t,1,1,1,Real Bed,3699,1,399,42,t,f,moderate,f,f,1
5582,Almagro,Shared room,1,24,4/2/20,0.85,12,0,12/27/13,t,2,1,1,Real Bed,697,1,0,60,t,f,flexible,f,f,1
10341,Almagro,Entire home/apt,3,4,3/21/20,0.37,1,83,4/28/14,f,1,1,3,Real Bed,1397,1,0,1125,f,f,flexible,f,f,3
3507,Recoleta,Hotel room,5,38,1/9/20,0.88,8,365,6/1/16,f,1,0,2,Real Bed,767,2,1395,1125,t,f,strict_14_with_grace_period,f,f,3
2329,Belgrano,Private room,5,2,8/28/17,0.06,1,174,1/19/14,f,1.5,2,2,Real Bed,2095,1,0,20,f,f,flexible,f,f,1
10298,Palermo,Entire home/apt,1,42,3/11/20,3.29,1,0,5/13/19,t,1,1,1,Real Bed,558,1,0,1125,f,f,flexible,f,f,3
13663,Balvanera,Entire home/apt,3,1,2/25/20,0.25,1,84,2/10/20,f,1,1,1,Real Bed,700,1,0,31,t,f,moderate,f,f,2
5327,Retiro,Entire home/apt,3,2,4/3/18,0.07,1,89,1/7/18,f,1,1,1,Real Bed,0,1,0,1125,t,f,moderate,f,f,3
7190,Colegiales,Entire home/apt,2,3,1/23/20,0.26,1,69,3/26/16,f,1,1,4,Real Bed,2099,1,700,1125,t,f,strict_14_with_grace_period,f,f,2
10791,Palermo,Entire home/apt,40,1,8/12/19,0.09,1,360,6/19/19,f,1,1,1,Real Bed,1200,1,0,1125,t,f,flexible,f,f,1
4566,Palermo,Entire home/apt,2,4,2/25/18,0.12,1,1,3/23/12,f,1,1,1,Real Bed,1395,1,0,1125,t,f,flexible,f,f,4
11079,Recoleta,Entire home/apt,2,26,3/8/20,2.36,2,179,12/26/15,t,2.5,2,3,Real Bed,1000,1,0,1125,t,f,flexible,f,f,4
2996,Palermo,Entire home/apt,2,93,3/10/20,2.02,2,48,5/25/16,t,1,2,3,Real Bed,2102,2,701,1125,f,f,strict_14_with_grace_period,f,f,3
2644,Retiro,Entire home/apt,6,1,3/21/18,0.04,12,365,3/26/13,f,1,1,1,Real Bed,3487,1,0,180,f,f,flexible,f,f,4
8332,Palermo,Entire home/apt,7,18,5/12/20,0.99,3,162,8/24/18,f,1,1,2,Real Bed,837,1,558,30,t,f,strict_14_with_grace_period,f,f,2
5468,Villa Crespo,Entire home/apt,6,1,3/20/19,0.06,1,0,6/22/16,f,1,1,1,Real Bed,800,2,216,20,t,f,flexible,f,f,1
1600,Palermo,Entire home/apt,1,51,6/1/20,0.79,1,357,1/20/15,t,1.5,1,1,Real Bed,1397,1,0,180,t,f,moderate,f,f,3
9110,Parque Chacabuco,Entire home/apt,3,20,3/23/20,1.34,1,165,1/30/19,t,1,1,3,Real Bed,480,2,350,25,f,f,moderate,f,f,1
4001,Recoleta,Entire home/apt,10,44,3/7/20,1.2,1,362,3/15/17,f,1.5,1,3,Real Bed,1046,5,697,1125,t,f,strict_14_with_grace_period,f,f,3
10870,Recoleta,Entire home/apt,2,1,2/1/20,0.2,2,362,3/21/15,f,1,1,1,Real Bed,1500,1,0,1125,f,f,strict_14_with_grace_period,f,f,1
295,Retiro,Entire home/apt,1,145,1/30/20,1.55,4,356,5/15/12,t,1,1,3,Real Bed,697,2,349,50,t,f,flexible,f,f,3
4947,Palermo,Entire home/apt,1,91,3/17/20,2.95,35,264,8/7/14,t,1.5,1,1,Real Bed,2095,1,698,1125,f,f,strict_14_with_grace_period,f,f,3
7345,Villa Crespo,Entire home/apt,2,56,3/15/20,2.99,1,44,9/30/18,f,1,1,1,Real Bed,400,1,0,15,t,f,strict_14_with_grace_period,f,f,1
2629,Chacarita,Private room,10,23,3/5/20,0.45,4,84,12/11/15,t,1,1,1,Real Bed,1048,1,0,220,f,f,moderate,f,f,1
7731,Palermo,Entire home/apt,6,1,11/22/18,0.05,1,296,11/25/15,f,2,2,4,Real Bed,1749,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
6047,Palermo,Entire home/apt,15,11,1/25/19,0.51,1,174,8/31/15,f,1,0,1,Real Bed,698,1,1187,90,f,f,moderate,f,f,3
6349,Constitución,Entire home/apt,14,8,10/27/19,0.37,28,360,5/22/16,f,1,1,1,Real Bed,2799,1,350,200,t,f,moderate,f,f,1
8321,Recoleta,Entire home/apt,7,1,2/8/20,0.21,1,362,10/1/14,f,1.5,0,2,Real Bed,2454,2,351,180,f,f,strict_14_with_grace_period,f,f,2
6739,San Telmo,Entire home/apt,2,2,7/28/19,0.11,1,203,8/3/18,f,1.5,1,2,Real Bed,1749,2,1050,365,t,f,strict_14_with_grace_period,f,f,4
4144,Balvanera,Entire home/apt,4,22,1/15/20,0.62,5,359,5/4/16,f,1,1,1,Real Bed,2095,2,1397,100,t,f,strict_14_with_grace_period,f,f,3
4211,Flores,Private room,1,1,5/14/17,0.03,1,0,5/9/17,f,0,0,0,Real Bed,1581,1,2766,1125,t,f,flexible,f,f,3
11749,Palermo,Entire home/apt,4,3,2/20/20,0.43,2,327,7/12/16,f,1,0,1,Real Bed,2654,1,0,1125,t,f,strict_14_with_grace_period,f,f,1
5985,Monserrat,Entire home/apt,2,64,2/24/20,2.48,1,269,4/8/18,t,1,1,1,Real Bed,1395,1,0,60,f,f,moderate,f,f,2
5854,Palermo,Entire home/apt,4,2,5/6/20,0.1,62,254,3/7/12,t,4.5,3,3,Real Bed,4185,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
5272,Palermo,Entire home/apt,15,61,3/19/20,2.04,1,30,12/26/15,t,1,0,1,Real Bed,2092,1,0,90,f,f,moderate,f,f,2
3160,Palermo,Entire home/apt,6,24,2/26/20,0.85,1,359,1/28/16,t,1.5,1,1,Real Bed,2025,1,0,1125,f,f,moderate,f,f,3
6275,Núñez,Entire home/apt,4,17,2/7/20,0.68,1,0,1/25/17,t,1,1,1,Real Bed,1395,1,0,1125,f,f,flexible,f,f,2
10980,Núñez,Entire home/apt,1,31,3/14/20,3.05,3,168,5/23/16,t,1,0,0,Real Bed,840,1,0,7,t,f,moderate,f,f,2
2742,San Nicolás,Entire home/apt,3,1,2/19/19,0.06,91,362,9/4/12,f,1.5,2,2,Real Bed,0,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
4795,Palermo,Entire home/apt,3,66,3/16/20,2.31,1,0,9/29/17,t,1,1,2,Real Bed,1395,3,349,250,f,f,moderate,f,f,3
3101,San Nicolás,Entire home/apt,2,157,3/19/20,3.29,2,188,1/9/16,t,2,2,2,Real Bed,3487,2,0,1125,f,f,strict_14_with_grace_period,f,f,4
13095,Palermo,Entire home/apt,5,2,3/14/20,0.42,4,86,2/4/15,f,1,1,1,Real Bed,2102,1,0,27,f,f,flexible,f,f,3
7710,Villa Crespo,Private room,3,1,12/12/18,0.05,11,359,1/28/16,f,2.5,1,1,Real Bed,698,1,0,1125,f,f,flexible,f,f,4
7888,Palermo,Entire home/apt,1,1,4/22/19,0.07,2,0,12/18/17,f,1,1,0,Real Bed,350,1,0,4,t,f,flexible,f,f,1
711,Recoleta,Private room,4,68,12/9/19,0.84,4,84,9/24/12,t,1,1,0,Real Bed,1397,1,2095,1125,f,f,moderate,f,f,1
10141,Recoleta,Entire home/apt,2,11,2/22/20,0.82,1,180,11/9/18,f,1.5,1,3,Real Bed,2000,4,800,1125,t,f,flexible,f,f,3
6082,Recoleta,Entire home/apt,3,27,1/19/20,1.06,2,300,9/23/14,t,2,2,3,Real Bed,3898,1,0,1125,t,f,moderate,f,f,4
9768,San Telmo,Entire home/apt,3,1,2/25/20,0.25,1,110,2/21/14,f,1,0,1,Real Bed,1259,1,350,30,t,f,moderate,f,f,2
10548,Caballito,Entire home/apt,1,26,4/8/20,2,1,175,4/17/19,t,1,1,1,Real Bed,630,1,0,31,t,f,flexible,f,f,2
3137,Palermo,Entire home/apt,1,12,12/22/18,0.26,2,362,11/23/14,f,1,0,1,Real Bed,2177,1,0,1125,f,f,flexible,f,f,3
6948,Monserrat,Entire home/apt,3,23,3/24/20,1.07,1,174,8/1/14,f,1,1,0,Real Bed,2444,1,0,1125,t,f,moderate,f,f,2
